"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","32679","","32679","500","response","single-stim-button","101","542245","0.0-101.0","digit-span","true","0","","","","32679","","","","test","3,9,5,1,7,4","6","SubmitButton","4,7,1,9,5,3","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","102","543747","0.0-102.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","103","545748","0.0-103.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","104","551749","0.0-104.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800]","test","5,1,6,9,2","5","","","","",""
"","9680","","9680","500","response","single-stim-button","105","561430","0.0-105.0","digit-span","true","0","","","","9680","","","","test","5,1,6,9,2","5","SubmitButton","5,1,6,9,2","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","106","562931","0.0-106.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","107","564932","0.0-107.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","108","570935","0.0-108.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800]","test","9,3,9,1,9","5","","","","",""
"","16918","","16918","500","response","single-stim-button","109","587854","0.0-109.0","digit-span","true","0","","","","16918","","","","test","9,3,9,1,9","5","SubmitButton","9,3,1,3,9","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","110","589355","0.0-110.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","111","591356","0.0-111.0","digit-span","true","0","","<div class = centerbox><div class = center-text>4 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","4000","0","stim","poldrack-multi-stim-multi-response","112","596357","0.0-112.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800]","test","5,2,6,2","4","","","","",""
"","10095","","10095","500","response","single-stim-button","113","606453","0.0-113.0","digit-span","true","0","","","","10095","","","","test","5,2,6,2","4","SubmitButton","2,6,5,9","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","114","607955","0.0-114.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","90768","","","","post task questions","survey-text","115","699728","0.0-115.0","digit-span","true","0","","","","","","","","","","","","","","","{""Q0"":""The first task I was shown a series of numbers and was told to repeat the number back in sequence. For the second task I was shown a series of numbers and was told to restate the nubers in reverse order. "",""Q1"":""The second task was much harder after 5 digits it was nearly impossible. ""}"
"<div class = centerbox><p class = center-block-text>Thanks for completing this task!</p><p class = center-block-text>Press <strong>enter</strong> to continue.</p></div>","1944","13","1944","0","end","poldrack-text","116","702673","0.0-116.0","digit-span","true","0","","","","","","","","","","","","","","",""
