block_num,con_num,trial,forced_choice,show_points,even_uneven,num_segments,selected_segment,selected_prob,win,RT
1,8,1,1,0,0,8,4,0.34,0,1.56036279408727
1,8,2,1,0,0,8,8,0.46,1,0.667477007256821
1,8,3,1,0,0,8,4,0.34,0,0.638123227865435
1,8,4,1,0,0,8,5,0.51,1,0.787218456738628
1,8,5,1,0,0,8,7,0.56,1,0.825742671266198
1,8,6,1,0,0,8,7,0.56,0,0.616293005878106
1,8,7,1,0,0,8,2,0.38,0,0.699839212466031
1,8,8,1,0,0,8,4,0.34,0,0.725811261800118
1,8,9,0,0,0,8,5,0.51,0,0.949827409232967
1,8,10,0,0,0,8,5,0.51,1,0.786860108375549
1,8,11,0,0,0,8,5,0.51,1,0.868556216591969
1,8,12,0,0,0,8,5,0.51,0,0.753455701516941
1,8,13,0,0,0,8,5,0.51,1,0.799650097149424
1,8,14,0,0,0,8,5,0.51,0,0.77805476624053
1,8,15,0,0,0,8,5,0.51,1,0.72407758270856
1,8,16,0,0,0,8,5,0.51,1,1.11262169398833
1,8,17,0,0,0,8,5,0.51,1,1.03293227835093
1,8,18,0,0,0,8,5,0.51,0,0.881522153853439
1,8,19,0,0,0,8,5,0.51,0,0.779613669961691
1,8,20,0,0,0,8,4,0.34,0,0.749108894262463
1,8,21,0,0,0,8,3,0.69,0,0.848718317924067
1,8,22,0,0,0,8,2,0.38,0,0.851855479530059
1,8,23,0,0,0,8,2,0.38,1,0.816769884899259
1,8,24,0,0,0,8,2,0.38,1,0.799884401843883
1,8,25,0,0,0,8,2,0.38,1,0.846646817750297
1,8,26,0,0,0,8,2,0.38,1,0.649827614426613
1,8,27,0,0,0,8,2,0.38,0,0.848744710208848
1,8,28,0,0,0,8,2,0.38,0,0.657969923922792
1,8,29,0,0,0,8,2,0.38,0,0.597965038381517
1,8,30,0,0,0,8,2,0.38,0,0.751920844311826
1,8,31,0,0,0,8,2,0.38,1,0.663189142593183
1,8,32,0,0,0,8,2,0.38,0,0.74573214945849
1,8,33,0,0,0,8,2,0.38,0,0.717186560272239
1,8,34,0,0,0,8,2,0.38,1,0.996475751860999
1,8,35,0,0,0,8,2,0.38,0,1.26795136439614
1,8,36,0,0,0,8,2,0.38,0,0.953884781221859
1,8,37,0,0,0,8,2,0.38,0,0.749617385328747
1,8,38,0,0,0,8,1,0.64,0,0.749706239323132
2,3,1,1,1,0,4,3,0.43,0,1.87803925352637
2,3,2,1,1,0,4,1,0.65,0,1.20219354983419
2,3,3,1,1,0,4,4,0.56,1,0.932498535956256
2,3,4,1,1,0,4,1,0.65,0,0.559577477280982
2,3,5,0,1,0,4,4,0.56,0,0.798188844928518
2,3,6,0,1,0,4,4,0.56,0,1.08112955407705
2,3,7,0,1,0,4,2,0.36,0,0.745183190330863
2,3,8,0,1,0,4,2,0.36,1,0.899363330332562
2,3,9,0,1,0,4,1,0.65,0,1.15962076070718
2,3,10,0,1,0,4,1,0.65,1,0.968694658717141
2,3,11,0,1,0,4,1,0.65,1,0.737744674668647
2,3,12,0,1,0,4,1,0.65,1,0.849749082699418
2,3,13,0,1,0,4,1,0.65,1,1.05029868718702
2,3,14,0,1,0,4,1,0.65,0,0.812328945146874
2,3,15,0,1,0,4,1,0.65,1,1.26621416630223
2,3,16,0,1,0,4,1,0.65,0,0.774936079396866
2,3,17,0,1,0,4,1,0.65,1,0.934443939710036
2,3,18,0,1,0,4,1,0.65,0,1.00057271227706
2,3,19,0,1,0,4,1,0.65,1,0.871662000543438
2,3,20,0,1,0,4,1,0.65,1,0.61894044408109
2,3,21,0,1,0,4,1,0.65,1,0.986546098953113
2,3,22,0,1,0,4,1,0.65,1,1.01023287081625
2,3,23,0,1,0,4,1,0.65,0,0.721729257027619
2,3,24,0,1,0,4,1,0.65,1,1.02037923352327
2,3,25,0,1,0,4,1,0.65,1,0.849609790253453
2,3,26,0,1,0,4,1,0.65,1,3.16615196852945
2,3,27,0,1,0,4,1,0.65,1,0.932483287062496
2,3,28,0,1,0,4,1,0.65,1,1.43720794387627
2,3,29,0,1,0,4,1,0.65,1,0.842501178150997
2,3,30,0,1,0,4,1,0.65,0,0.82352190813981
2,3,31,0,1,0,4,1,0.65,1,1.02877256274223
2,3,32,0,1,0,4,1,0.65,1,1.16609390545636
2,3,33,0,1,0,4,1,0.65,0,0.89819913788233
2,3,34,0,1,0,4,1,0.65,1,0.725264648441225
3,5,1,1,0,1,4,4,0.65,1,1.29342020105105
3,5,2,1,0,1,4,2,0.56,0,0.906958146835677
3,5,3,1,0,1,4,3,0.36,0,0.778159748879261
3,5,4,1,0,1,4,1,0.43,0,0.809878569096327
3,5,5,0,0,1,4,4,0.65,0,0.838385156472214
3,5,6,0,0,1,4,4,0.65,1,0.950758469873108
3,5,7,0,0,1,4,4,0.65,0,0.757193434052169
