block_num,con_num,trial,forced_choice,show_points,even_uneven,num_segments,selected_segment,selected_prob,win,RT
1,4,1,1,1,0,8,6,0.38,1,9.59971068496816
1,4,2,1,1,0,8,8,0.56,0,2.46279055997729
1,4,3,1,1,0,8,3,0.64,1,1.49259958928451
1,4,4,1,1,0,8,6,0.38,1,1.24166514212266
1,4,5,1,1,0,8,3,0.64,0,1.23343277024105
1,4,6,1,1,0,8,1,0.51,0,1.09751908900216
1,4,7,1,1,0,8,6,0.38,0,1.67712806724012
1,4,8,1,1,0,8,4,0.46,1,1.7367283150088
1,4,9,0,1,0,8,6,0.38,1,3.24036256130785
1,4,10,0,1,0,8,6,0.38,1,7.62151163397357
1,4,11,0,1,0,8,4,0.46,0,3.61042445129715
1,4,12,0,1,0,8,3,0.64,1,4.67966379807331
1,4,13,0,1,0,8,6,0.38,1,3.24784538312815
1,4,14,0,1,0,8,3,0.64,0,10.1484139303211
1,4,15,0,1,0,8,4,0.46,0,5.01369204279035
1,4,16,0,1,0,8,4,0.46,1,2.89396628807299
1,4,17,0,1,0,8,4,0.46,1,5.43477616435848
1,4,18,0,1,0,8,4,0.46,1,2.59753297502175
1,4,19,0,1,0,8,4,0.46,1,2.57268311153166
1,4,20,0,1,0,8,4,0.46,1,1.94464891310781
1,4,21,0,1,0,8,4,0.46,1,2.08552477858029
1,4,22,0,1,0,8,6,0.38,0,2.70127034094185
1,4,23,0,1,0,8,3,0.64,0,2.3427885917481
1,4,24,0,1,0,8,4,0.46,0,1.98220158228651
1,4,25,0,1,0,8,4,0.46,1,2.97479785094038
1,4,26,0,1,0,8,4,0.46,1,2.3188364978414
1,4,27,0,1,0,8,6,0.38,0,4.89839325193316
1,4,28,0,1,0,8,2,0.69,0,3.97440541628748
1,4,29,0,1,0,8,4,0.46,0,3.13128989608958
1,4,30,0,1,0,8,6,0.38,0,4.94707023422234
1,4,31,0,1,0,8,2,0.69,1,4.69526941236109
1,4,32,0,1,0,8,4,0.46,1,5.19671145849861
1,4,33,0,1,0,8,6,0.38,0,4.36081281048246
1,4,34,0,1,0,8,4,0.46,1,1.47832312108949
1,4,35,0,1,0,8,2,0.69,1,1.76652979757637
1,4,36,0,1,0,8,8,0.56,0,5.86278253025375
1,4,37,0,1,0,8,6,0.38,1,2.15001808223315
1,4,38,0,1,0,8,4,0.46,1,2.31669742753729
2,8,1,1,0,0,8,2,0.42,0,5.45405858871527
2,8,2,1,0,0,8,6,0.56,1,2.90842237067409
2,8,3,1,0,0,8,1,0.46,0,2.62537983153015
2,8,4,1,0,0,8,7,0.34,1,3.6928221299313
2,8,5,1,0,0,8,1,0.46,1,1.93427384807728
2,8,6,1,0,0,8,1,0.46,0,1.39395421324298
2,8,7,1,0,0,8,8,0.64,0,1.86979412892833
2,8,8,1,0,0,8,7,0.34,0,1.78494645073079
2,8,9,0,0,0,8,6,0.56,0,2.66271213372238
2,8,10,0,0,0,8,1,0.46,1,3.06456816801801
2,8,11,0,0,0,8,8,0.64,0,2.26096537685953
2,8,12,0,0,0,8,2,0.42,0,6.2604220060166
2,8,13,0,0,0,8,8,0.64,0,4.93225824367255
2,8,14,0,0,0,8,6,0.56,1,3.7037224532105
2,8,15,0,0,0,8,2,0.42,0,3.47808373603038
2,8,16,0,0,0,8,8,0.64,1,3.68737785471603
2,8,17,0,0,0,8,6,0.56,1,1.88190224510618
2,8,18,0,0,0,8,4,0.51,1,1.70326632377692
2,8,19,0,0,0,8,2,0.42,1,1.46679671341553
2,8,20,0,0,0,8,8,0.64,1,1.7798855539877
2,8,21,0,0,0,8,6,0.56,1,2.04542852938175
2,8,22,0,0,0,8,4,0.51,1,1.3249566659797
2,8,23,0,0,0,8,3,0.69,0,2.16368627687916
