block_num,con_num,trial,free_choice,show_points,even_uneven,num_segments,selected_segment,selected_prob,win
3,7,17,0,0,0,4,3,0.47,1
3,7,18,0,0,0,4,3,0.47,0
3,7,19,0,0,0,4,3,0.47,0
3,7,20,0,0,0,4,1,0.4,0
3,7,21,0,0,0,4,2,0.6,0
3,7,22,0,0,0,4,3,0.47,1
3,7,23,0,0,0,4,3,0.47,1
3,7,24,0,0,0,4,4,0.53,1
3,7,25,0,0,0,4,1,0.4,1
3,7,26,0,0,0,4,1,0.4,0
3,7,27,0,0,0,4,1,0.4,1
3,7,28,0,0,0,4,2,0.6,1
3,7,29,0,0,0,4,4,0.53,0
3,7,30,0,0,0,4,3,0.47,0
3,7,31,0,0,0,4,3,0.47,0
3,7,32,0,0,0,4,3,0.47,0
3,7,33,0,0,0,4,4,0.53,1
3,7,34,0,0,0,4,1,0.4,1
3,7,35,0,0,0,4,0,0,0
4,4,1,1,1,0,8,8,0.4,1
4,4,2,1,1,0,8,7,0.4,0
4,4,3,1,1,0,8,2,0.54,0
4,4,4,1,1,0,8,4,0.57,0
4,4,5,1,1,0,8,3,0.43,0
4,4,6,1,1,0,8,3,0.43,0
4,4,7,1,1,0,8,6,0.51,0
4,4,8,1,1,0,8,6,0.51,0
4,4,9,0,1,0,8,3,0.54,0
4,4,10,0,1,0,8,3,0.54,1
4,4,11,0,1,0,8,1,0.46,1
4,4,12,0,1,0,8,2,0.6,1
4,4,13,0,1,0,8,5,0.57,0
4,4,14,0,1,0,8,8,0.4,0
4,4,15,0,1,0,8,1,0.46,0
4,4,16,0,1,0,8,5,0.57,0
4,4,17,0,1,0,8,4,0.43,0
4,4,18,0,1,0,8,1,0.46,0
4,4,19,0,1,0,8,6,0.49,0
4,4,20,0,1,0,8,6,0.49,1
4,4,21,0,1,0,8,1,0.46,1
4,4,22,0,1,0,8,2,0.54,1
4,4,23,0,1,0,8,6,0.49,1
4,4,24,0,1,0,8,5,0.57,0
4,4,25,0,1,0,8,6,0.49,1
4,4,26,0,1,0,8,6,0.49,0
4,4,27,0,1,0,8,8,0.4,0
4,4,28,0,1,0,8,3,0.54,0
4,4,29,0,1,0,8,4,0.43,0
4,4,30,0,1,0,8,6,0.49,0
4,4,31,0,1,0,8,2,0.6,0
4,4,32,0,1,0,8,3,0.54,1
4,4,33,0,1,0,8,5,0.57,0
4,4,34,0,1,0,8,4,0.43,1
4,4,35,0,1,0,8,6,0.49,0
4,4,36,0,1,0,8,2,0.6,0
4,4,37,0,1,0,8,5,0.57,1
4,4,38,0,1,0,8,4,0.43,1
4,4,39,0,1,0,8,0,0,0
5,2,1,1,1,1,8,6,0.54,0
5,2,2,1,1,1,8,2,0.6,1
5,2,3,1,1,1,8,7,0.43,1
5,2,4,1,1,1,8,3,0.57,1
5,2,5,1,1,1,8,1,0.46,0
5,2,6,1,1,1,8,4,0.4,0
5,2,7,1,1,1,8,5,0.49,1
5,2,8,1,1,1,8,8,0.43,0
5,2,9,0,1,1,8,1,0.51,0
5,2,10,0,1,1,8,4,0.57,0
5,2,11,0,1,1,8,8,0.43,1
5,2,12,0,1,1,8,7,0.54,0
5,2,13,0,1,1,8,3,0.6,1
5,2,14,0,1,1,8,2,0.46,0
5,2,15,0,1,1,8,4,0.57,0
5,2,16,0,1,1,8,6,0.49,0
5,2,17,0,1,1,8,3,0.6,1
5,2,18,0,1,1,8,8,0.43,1
5,2,19,0,1,1,8,4,0.57,0
5,2,20,0,1,1,8,8,0.43,1
5,2,21,0,1,1,8,8,0.43,1
5,2,22,0,1,1,8,3,0.6,1
5,2,23,0,1,1,8,3,0.6,0
5,2,24,0,1,1,8,4,0.57,0
5,2,25,0,1,1,8,5,0.4,1
5,2,26,0,1,1,8,6,0.49,0
5,2,27,0,1,1,8,4,0.57,1
5,2,28,0,1,1,8,8,0.43,0
5,2,29,0,1,1,8,1,0.51,1
5,2,30,0,1,1,8,7,0.54,0
5,2,31,0,1,1,8,2,0.46,0
5,2,32,0,1,1,8,6,0.49,1
5,2,33,0,1,1,8,7,0.54,1
5,2,34,0,1,1,8,2,0.46,1
5,2,35,0,1,1,8,2,0.46,0
5,2,36,0,1,1,8,7,0.54,0
5,2,37,0,1,1,8,1,0.51,1
5,2,38,0,1,1,8,3,0.6,1
5,2,39,0,1,1,8,0,0,0
6,6,1,1,0,1,8,8,0.4,0
6,6,2,1,0,1,8,1,0.43,0
6,6,3,1,0,1,8,6,0.46,1
6,6,4,1,0,1,8,5,0.54,0
6,6,5,1,0,1,8,7,0.4,0
6,6,6,1,0,1,8,4,0.51,1
6,6,7,1,0,1,8,2,0.49,1
6,6,8,1,0,1,8,3,0.6,0
6,6,9,0,0,1,8,4,0.6,0
6,6,10,0,0,1,8,7,0.46,0
6,6,11,0,0,1,8,1,0.57,0
6,6,12,0,0,1,8,6,0.54,1
6,6,13,0,0,1,8,3,0.49,0
6,6,14,0,0,1,8,7,0.46,0
6,6,15,0,0,1,8,5,0.51,0
6,6,16,0,0,1,8,4,0.6,1
6,6,17,0,0,1,8,3,0.49,0
6,6,18,0,0,1,8,3,0.49,1
6,6,19,0,0,1,8,5,0.51,0
6,6,20,0,0,1,8,4,0.6,0
6,6,21,0,0,1,8,4,0.6,1
6,6,22,0,0,1,8,4,0.6,1
6,6,23,0,0,1,8,7,0.46,0
6,6,24,0,0,1,8,7,0.46,0
6,6,25,0,0,1,8,7,0.46,0
6,6,26,0,0,1,8,8,0.4,0
6,6,27,0,0,1,8,4,0.6,1
6,6,28,0,0,1,8,3,0.49,1
6,6,29,0,0,1,8,8,0.4,1
6,6,30,0,0,1,8,2,0.43,0
6,6,31,0,0,1,8,6,0.54,1
6,6,32,0,0,1,8,1,0.57,1
6,6,33,0,0,1,8,2,0.43,1
6,6,34,0,0,1,8,8,0.4,0
6,6,35,0,0,1,8,6,0.54,1
6,6,36,0,0,1,8,3,0.49,0
6,6,37,0,0,1,8,3,0.49,0
6,6,38,0,0,1,8,1,0.57,1
6,6,39,0,0,1,8,0,0,0
7,8,1,1,0,0,8,6,0.54,0
7,8,2,1,0,0,8,1,0.51,0
7,8,3,1,0,0,8,5,0.6,0
7,8,4,1,0,0,8,1,0.51,1
7,8,5,1,0,0,8,8,0.4,0
7,8,6,1,0,0,8,4,0.46,1
7,8,7,1,0,0,8,6,0.54,0
7,8,8,1,0,0,8,8,0.4,0
7,8,9,0,0,0,8,3,0.57,0
7,8,10,0,0,0,8,3,0.57,1
7,8,11,0,0,0,8,4,0.43,1
7,8,12,0,0,0,8,6,0.6,1
7,8,13,0,0,0,8,3,0.57,0
7,8,14,0,0,0,8,6,0.6,0
7,8,15,0,0,0,8,2,0.51,0
7,8,16,0,0,0,8,5,0.46,1
7,8,17,0,0,0,8,1,0.49,0
7,8,18,0,0,0,8,5,0.46,1
7,8,19,0,0,0,8,7,0.54,0
7,8,20,0,0,0,8,6,0.6,1
7,8,21,0,0,0,8,4,0.43,0
7,8,22,0,0,0,8,2,0.51,1
7,8,23,0,0,0,8,1,0.49,0
7,8,24,0,0,0,8,5,0.46,1
7,8,25,0,0,0,8,2,0.51,0
7,8,26,0,0,0,8,6,0.6,1
7,8,27,0,0,0,8,8,0.4,1
7,8,28,0,0,0,8,5,0.46,1
7,8,29,0,0,0,8,7,0.54,0
7,8,30,0,0,0,8,7,0.54,1
7,8,31,0,0,0,8,8,0.4,0
7,8,32,0,0,0,8,5,0.46,1
7,8,33,0,0,0,8,2,0.51,0
7,8,34,0,0,0,8,4,0.43,0
7,8,35,0,0,0,8,3,0.57,0
7,8,36,0,0,0,8,3,0.57,1
7,8,37,0,0,0,8,4,0.43,0
7,8,38,0,0,0,8,7,0.54,1
7,8,39,0,0,0,8,0,0,0
8,3,1,1,1,0,4,1,0.6,0
8,3,2,1,1,0,4,3,0.4,0
8,3,3,1,1,0,4,4,0.53,0
8,3,4,1,1,0,4,3,0.4,1
8,3,5,0,1,0,4,4,0.53,1
8,3,6,0,1,0,4,4,0.53,0
8,3,7,0,1,0,4,2,0.47,0
8,3,8,0,1,0,4,2,0.47,0
8,3,9,0,1,0,4,1,0.6,0
8,3,10,0,1,0,4,3,0.4,0
8,3,11,0,1,0,4,3,0.4,1
8,3,12,0,1,0,4,1,0.6,1
8,3,13,0,1,0,4,3,0.4,0
8,3,14,0,1,0,4,2,0.47,0
8,3,15,0,1,0,4,2,0.47,1
8,3,16,0,1,0,4,4,0.53,1
8,3,17,0,1,0,4,2,0.47,0
8,3,18,0,1,0,4,4,0.53,0
8,3,19,0,1,0,4,4,0.53,0
8,3,20,0,1,0,4,1,0.6,0
8,3,21,0,1,0,4,4,0.53,1
8,3,22,0,1,0,4,3,0.4,1
8,3,23,0,1,0,4,1,0.47,0
8,3,24,0,1,0,4,1,0.6,0
8,3,25,0,1,0,4,4,0.53,1
8,3,26,0,1,0,4,2,0.47,1
8,3,27,0,1,0,4,1,0.6,1
8,3,28,0,1,0,4,4,0.53,0
8,3,29,0,1,0,4,3,0.4,1
8,3,30,0,1,0,4,4,0.53,0
8,3,31,0,1,0,4,1,0.6,0
8,3,32,0,1,0,4,4,0.53,1
8,3,33,0,1,0,4,4,0.53,0
8,3,34,0,1,0,4,4,0.53,0
8,3,35,0,1,0,4,0,0,0
