"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","27","169679","0.0-26.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800]","test","4,1,5,8,5,1","6","","","","",""
"","4442","","4442","500","response","single-stim-button","28","174121","0.0-27.0","digit-span","true","0","","","","4442","","","","test","4,1,5,8,5,1","6","SubmitButton","4,8,5,1,8,5","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","29","175659","0.0-28.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","30","177688","0.0-29.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","31","184729","0.0-30.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800]","test","4,8,5,8,2,5","6","","","","",""
"","4231","","4231","500","response","single-stim-button","32","188960","0.0-31.0","digit-span","true","0","","","","4231","","","","test","4,8,5,8,2,5","6","SubmitButton","4,8,5,8,2,5","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","33","190473","0.0-32.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","34","192489","0.0-33.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","35","200501","0.0-34.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","8,2,9,6,1,5,9","7","","","","",""
"","6133","","6133","500","response","single-stim-button","36","206634","0.0-35.0","digit-span","true","0","","","","6133","","","","test","8,2,9,6,1,5,9","7","SubmitButton","8,6,1,5,6,9","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","37","208151","0.0-36.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","38","210191","0.0-37.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","39","217202","0.0-38.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","[800,800,800,800,800,800]","test","5,8,5,1,4,7","6","","","","",""
"","3440","","3440","500","response","single-stim-button","40","220642","0.0-39.0","digit-span","true","0","","","","3440","","","","test","5,8,5,1,4,7","6","SubmitButton","5,8,5,1,4,7","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","41","222161","0.0-40.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","42","224171","0.0-41.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","43","232182","0.0-42.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","3,7,4,7,2,8,1","7","","","","",""
"","10716","","10716","500","response","single-stim-button","44","242899","0.0-43.0","digit-span","true","0","","","","10716","","","","test","3,7,4,7,2,8,1","7","SubmitButton","3,7,4,7,2,8,1","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","45","244411","0.0-44.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","46","246432","0.0-45.0","digit-span","true","0","","<div class = centerbox><div class = center-text>8 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","8000","0","stim","poldrack-multi-stim-multi-response","47","255451","0.0-46.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800,800,800]","test","9,6,1,5,2,6,9,5","8","","","","",""
"","5072","","5072","500","response","single-stim-button","48","260523","0.0-47.0","digit-span","true","0","","","","5072","","","","test","9,6,1,5,2,6,9,5","8","SubmitButton","9,6,1,5,2,6,9,5","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","49","262052","0.0-48.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","50","264052","0.0-49.0","digit-span","true","0","","<div class = centerbox><div class = center-text>9 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","9000","0","stim","poldrack-multi-stim-multi-response","51","274082","0.0-50.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800]","test","6,9,6,3,7,4,8,3,8","9","","","","",""
"","7273","","7273","500","response","single-stim-button","52","281355","0.0-51.0","digit-span","true","0","","","","7273","","","","test","6,9,6,3,7,4,8,3,8","9","SubmitButton","6,7,8,3,6,9,1","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","53","282873","0.0-52.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","54","284912","0.0-53.0","digit-span","true","0","","<div class = centerbox><div class = center-text>9 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","9000","0","stim","poldrack-multi-stim-multi-response","55","294931","0.0-54.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800]","test","3,6,2,6,1,9,5,2,9","9","","","","",""
"","6584","","6584","500","response","single-stim-button","56","301515","0.0-55.0","digit-span","true","0","","","","6584","","","","test","3,6,2,6,1,9,5,2,9","9","SubmitButton","3,6,2,6,1,9,5,2","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","57","303033","0.0-56.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"<div class = centerbox><p class = block-text>In these next trials, instead of reporting back the sequence you just saw, report the <strong>reverse</strong> of that sequence. So the last item should be first in your response, the second to last should be the second in your response, etc...</p><p class = block-text>Press <strong>enter</strong> to begin.</p></div>","5889","13","5889","1000","start_reverse","poldrack-text","58","309939","0.0-58.0","digit-span","true","0","","","","","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","59","311952","0.0-59.0","digit-span","true","0","","<div class = centerbox><div class = center-text>3 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","3000","0","stim","poldrack-multi-stim-multi-response","60","315962","0.0-60.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800]","test","3,9,4","3","","","","",""
"","3609","","3609","500","response","single-stim-button","61","319571","0.0-61.0","digit-span","true","0","","","","3609","","","","test","3,9,4","3","SubmitButton","4,9,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","62","321093","0.0-62.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","63","323093","0.0-63.0","digit-span","true","0","","<div class = centerbox><div class = center-text>4 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","4000","0","stim","poldrack-multi-stim-multi-response","64","328104","0.0-64.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800]","test","9,2,7,1","4","","","","",""
"","6876","","6876","500","response","single-stim-button","65","334980","0.0-65.0","digit-span","true","0","","","","6876","","","","test","9,2,7,1","4","SubmitButton","1,7,2,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","66","336493","0.0-66.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","67","338513","0.0-67.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","68","344533","0.0-68.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800]","test","3,6,9,6,9","5","","","","",""
"","15375","","15375","500","response","single-stim-button","69","359908","0.0-69.0","digit-span","true","0","","","","15375","","","","test","3,6,9,6,9","5","SubmitButton","9,6,9,6,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","70","361413","0.0-70.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","71","363423","0.0-71.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","72","370424","0.0-72.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800,800]","test","9,6,9,1,5,2","6","","","","",""
"","8764","","8764","500","response","single-stim-button","73","379188","0.0-73.0","digit-span","true","0","","","","8764","","","","test","9,6,9,1,5,2","6","SubmitButton","2,5,6,9,6,3","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","74","380693","0.0-74.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","75","382709","0.0-75.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","76","389724","0.0-76.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,7,1,5,8,4","6","","","","",""
"","8528","","8528","500","response","single-stim-button","77","398252","0.0-77.0","digit-span","true","0","","","","8528","","","","test","3,7,1,5,8,4","6","SubmitButton","4,8,9,7,6,3","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","78","399783","0.0-78.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","79","401813","0.0-79.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","80","407821","0.0-80.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800]","test","9,4,1,9,5","5","","","","",""
"","24103","","24103","500","response","single-stim-button","81","431925","0.0-81.0","digit-span","true","0","","","","24103","","","","test","9,4,1,9,5","5","SubmitButton","5,9,1,4,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","82","433443","0.0-82.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","83","435463","0.0-83.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","84","442470","0.0-84.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","[800,800,800,800,800,800]","test","9,5,2,7,1,7","6","","","","",""
"","7288","","7288","500","response","single-stim-button","85","449758","0.0-85.0","digit-span","true","0","","","","7288","","","","test","9,5,2,7,1,7","6","SubmitButton","7,1,9,7,2,5","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","86","451262","0.0-86.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","87","453264","0.0-87.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","88","460285","0.0-88.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","[800,800,800,800,800,800]","test","5,9,2,6,2,7","6","","","","",""
"","16856","","16856","500","response","single-stim-button","89","477141","0.0-89.0","digit-span","true","0","","","","16856","","","","test","5,9,2,6,2,7","6","SubmitButton","7,6,2,5,9","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","90","478644","0.0-90.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","91","480654","0.0-91.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","92","486676","0.0-92.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800]","test","7,4,1,6,2","5","","","","",""
"","4305","","4305","500","response","single-stim-button","93","490981","0.0-93.0","digit-span","true","0","","","","4305","","","","test","7,4,1,6,2","5","SubmitButton","2,6,1,4,7","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","94","492494","0.0-94.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","95","494495","0.0-95.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","96","501524","0.0-96.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,6,9,1,8,5","6","","","","",""
"","6971","","6971","500","response","single-stim-button","97","508496","0.0-97.0","digit-span","true","0","","","","6971","","","","test","3,6,9,1,8,5","6","SubmitButton","5,8,7,1,9","reverse","false",""
