"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","-1","-1","1000","1000","feedback","poldrack-single-stim","98","510016","0.0-98.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","99","512046","0.0-99.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","100","519071","0.0-100.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800]","test","5,8,3,9,2,8","6","","","","",""
"","9185","","9185","500","response","single-stim-button","101","528256","0.0-101.0","digit-span","true","0","","","","9185","","","","test","5,8,3,9,2,8","6","SubmitButton","8,2,9,5,4","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","102","529766","0.0-102.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","103","531786","0.0-103.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","104","537797","0.0-104.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800]","test","9,5,9,1,8","5","","","","",""
"","9794","","9794","500","response","single-stim-button","105","547591","0.0-105.0","digit-span","true","0","","","","9794","","","","test","9,5,9,1,8","5","SubmitButton","8,1,9,5,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","106","549116","0.0-106.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","107","551146","0.0-107.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","108","558167","0.0-108.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800,800,800,800]","test","4,9,4,9,2,6","6","","","","",""
"","4723","","4723","500","response","single-stim-button","109","562890","0.0-109.0","digit-span","true","0","","","","4723","","","","test","4,9,4,9,2,6","6","SubmitButton","6,2,9,4,9,4","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","110","564396","0.0-110.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","111","566397","0.0-111.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","112","574418","0.0-112.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","8,5,1,5,8,2,5","7","","","","",""
"","8782","","8782","500","response","single-stim-button","113","583201","0.0-113.0","digit-span","true","0","","","","8782","","","","test","8,5,1,5,8,2,5","7","SubmitButton","5,2,8,5,9,8","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","114","584716","0.0-114.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","37721","","","","post task questions","survey-text","115","623450","0.0-115.0","digit-span","true","0","","","","","","","","","","","","","","","{""Q0"":""I was asked to put the series of number is reverse order from last to first"",""Q1"":""""}"
"<div class = centerbox><p class = center-block-text>Thanks for completing this task!</p><p class = center-block-text>Press <strong>enter</strong> to continue.</p></div>","1570","13","1570","0","end","poldrack-text","116","626040","0.0-116.0","digit-span","true","0","","","","","","","","","","","","","","",""
