"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","11","47832","0.0-10.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800]","test","3,6,9,5,2","5","","","","",""
"","3678","","3678","500","response","single-stim-button","12","51511","0.0-11.0","digit-span","true","0","","","","3678","","","","test","3,6,9,5,2","5","SubmitButton","3,6,9,5,2","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","13","53013","0.0-12.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","14","55014","0.0-13.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","15","62015","0.0-14.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,7,4,9,5,9","6","","","","",""
"","8807","","8807","500","response","single-stim-button","16","70822","0.0-15.0","digit-span","true","0","","","","8807","","","","test","3,7,4,9,5,9","6","SubmitButton","3,7,4,5,9,8","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","17","72324","0.0-16.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","18","74325","0.0-17.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","19","81327","0.0-18.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800]","test","4,1,4,7,3,8","6","","","","",""
"","4079","","4079","500","response","single-stim-button","20","85407","0.0-19.0","digit-span","true","0","","","","4079","","","","test","4,1,4,7,3,8","6","SubmitButton","4,1,4,7,3,8","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","21","86908","0.0-20.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","22","88909","0.0-21.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","23","96911","0.0-22.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","3,6,2,6,2,9,4","7","","","","",""
"","4754","","4754","500","response","single-stim-button","24","101665","0.0-23.0","digit-span","true","0","","","","4754","","","","test","3,6,2,6,2,9,4","7","SubmitButton","3,6,2,6,2,9,4","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","25","103167","0.0-24.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","26","105168","0.0-25.0","digit-span","true","0","","<div class = centerbox><div class = center-text>8 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","8000","0","stim","poldrack-multi-stim-multi-response","27","114170","0.0-26.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800,800,800,800]","test","6,1,8,5,8,2,7,2","8","","","","",""
"","10251","","10251","500","response","single-stim-button","28","124422","0.0-27.0","digit-span","true","0","","","","10251","","","","test","6,1,8,5,8,2,7,2","8","SubmitButton","6,5,8,7,2,5,2,4","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","29","125923","0.0-28.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","30","127925","0.0-29.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","31","135928","0.0-30.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","5,8,5,2,9,1,8","7","","","","",""
"","6769","","6769","500","response","single-stim-button","32","142698","0.0-31.0","digit-span","true","0","","","","6769","","","","test","5,8,5,2,9,1,8","7","SubmitButton","5,8,5,2,3,7,9","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","33","144201","0.0-32.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","34","146201","0.0-33.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","35","154203","0.0-34.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","3,6,1,9,1,4,8","7","","","","",""
"","8170","","8170","500","response","single-stim-button","36","162373","0.0-35.0","digit-span","true","0","","","","8170","","","","test","3,6,1,9,1,4,8","7","SubmitButton","3,6,1,9,1,4,3","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","37","163875","0.0-36.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","38","165876","0.0-37.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","39","172878","0.0-38.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,7,3,8,3,7","6","","","","",""
"","7319","","7319","500","response","single-stim-button","40","180198","0.0-39.0","digit-span","true","0","","","","7319","","","","test","3,7,3,8,3,7","6","SubmitButton","3,7,3,8,3,7","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","41","181699","0.0-40.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","42","183701","0.0-41.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","43","191703","0.0-42.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","8,4,9,3,7,4,9","7","","","","",""
"","8733","","8733","500","response","single-stim-button","44","200437","0.0-43.0","digit-span","true","0","","","","8733","","","","test","8,4,9,3,7,4,9","7","SubmitButton","8,3,9,7,4,8,9","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","45","201939","0.0-44.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","46","203940","0.0-45.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","47","211943","0.0-46.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","7,4,7,2,9,2,9","7","","","","",""
"","5910","","5910","500","response","single-stim-button","48","217854","0.0-47.0","digit-span","true","0","","","","5910","","","","test","7,4,7,2,9,2,9","7","SubmitButton","7,4,7,8,2,9,2","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","49","219356","0.0-48.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","50","221356","0.0-49.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","51","228359","0.0-50.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800]","test","6,3,8,3,9,1","6","","","","",""
"","8126","","8126","500","response","single-stim-button","52","236485","0.0-51.0","digit-span","true","0","","","","8126","","","","test","6,3,8,3,9,1","6","SubmitButton","6,3,8,3,9,1","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","53","237987","0.0-52.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","54","239989","0.0-53.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","55","247992","0.0-54.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","3,7,4,9,6,1,8","7","","","","",""
"","6052","","6052","500","response","single-stim-button","56","254045","0.0-55.0","digit-span","true","0","","","","6052","","","","test","3,7,4,9,6,1,8","7","SubmitButton","3,7,4,9,3,1,8","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","57","255546","0.0-56.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"<div class = centerbox><p class = block-text>In these next trials, instead of reporting back the sequence you just saw, report the <strong>reverse</strong> of that sequence. So the last item should be first in your response, the second to last should be the second in your response, etc...</p><p class = block-text>Press <strong>enter</strong> to begin.</p></div>","8913","13","8913","1000","start_reverse","poldrack-text","58","265461","0.0-58.0","digit-span","true","0","","","","","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","59","267462","0.0-59.0","digit-span","true","0","","<div class = centerbox><div class = center-text>3 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","3000","0","stim","poldrack-multi-stim-multi-response","60","271466","0.0-60.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800]","test","9,3,6","3","","","","",""
"","2330","","2330","500","response","single-stim-button","61","273797","0.0-61.0","digit-span","true","0","","","","2330","","","","test","9,3,6","3","SubmitButton","6,3,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","62","275298","0.0-62.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","63","277299","0.0-63.0","digit-span","true","0","","<div class = centerbox><div class = center-text>4 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","4000","0","stim","poldrack-multi-stim-multi-response","64","282302","0.0-64.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800,800]","test","9,1,9,6","4","","","","",""
"","3263","","3263","500","response","single-stim-button","65","285565","0.0-65.0","digit-span","true","0","","","","3263","","","","test","9,1,9,6","4","SubmitButton","6,9,1,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","66","287066","0.0-66.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","67","289068","0.0-67.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","68","295069","0.0-68.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800]","test","7,1,7,3,9","5","","","","",""
"","5167","","5167","500","response","single-stim-button","69","300237","0.0-69.0","digit-span","true","0","","","","5167","","","","test","7,1,7,3,9","5","SubmitButton","9,3,7,1,7","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","70","301739","0.0-70.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","71","303740","0.0-71.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","72","310741","0.0-72.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,9,5,1,7,3","6","","","","",""
"","8239","","8239","500","response","single-stim-button","73","318981","0.0-73.0","digit-span","true","0","","","","8239","","","","test","3,9,5,1,7,3","6","SubmitButton","3,9,1,7,5,3","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","74","320482","0.0-74.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","75","322483","0.0-75.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","76","329485","0.0-76.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800]","test","4,7,3,9,3,9","6","","","","",""
"","6391","","6391","500","response","single-stim-button","77","335877","0.0-77.0","digit-span","true","0","","","","6391","","","","test","4,7,3,9,3,9","6","SubmitButton","9,3,9,3,7,4","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","78","337378","0.0-78.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","79","339379","0.0-79.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","80","347382","0.0-80.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","6,9,1,7,4,7,4","7","","","","",""
"","10014","","10014","500","response","single-stim-button","81","357397","0.0-81.0","digit-span","true","0","","","","10014","","","","test","6,9,1,7,4,7,4","7","SubmitButton","4,7,4,7,1,9,4","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","82","358898","0.0-82.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","83","360899","0.0-83.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","84","367901","0.0-84.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,6,2,7,4,1","6","","","","",""
"","6430","","6430","500","response","single-stim-button","85","374332","0.0-85.0","digit-span","true","0","","","","6430","","","","test","3,6,2,7,4,1","6","SubmitButton","1,4,7,2,6,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","86","375834","0.0-86.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","87","377836","0.0-87.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","88","385838","0.0-88.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","9,2,6,2,9,5,1","7","","","","",""
"","8637","","8637","500","response","single-stim-button","89","394475","0.0-89.0","digit-span","true","0","","","","8637","","","","test","9,2,6,2,9,5,1","7","SubmitButton","1,5,4,7,1,9,5","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","90","395977","0.0-90.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","91","397978","0.0-91.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","92","405981","0.0-92.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","5,2,6,1,8,2,5","7","","","","",""
"","10254","","10254","500","response","single-stim-button","93","416235","0.0-93.0","digit-span","true","0","","","","10254","","","","test","5,2,6,1,8,2,5","7","SubmitButton","5,1,6,7,5,8","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","94","417738","0.0-94.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","95","419739","0.0-95.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","96","426741","0.0-96.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800,800]","test","8,1,6,2,7,2","6","","","","",""
