"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","correct_response","condition","exp_stage","responses"
"","972","49","1750","500","large_middle","poldrack-single-stim","10","45654","0.0-1.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","968","50","1750","500","large_right","poldrack-single-stim","11","47905","0.0-1.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","709","49","1750","500","large_middle","poldrack-single-stim","12","50156","0.0-1.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","586","50","1750","500","large_right","poldrack-single-stim","13","52407","0.0-1.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","1047","51","1750","500","small_middle","poldrack-single-stim","14","54658","0.0-1.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","practice_control","practice",""
"","677","49","1750","500","large_middle","poldrack-single-stim","15","56909","0.0-1.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","569","49","1750","500","large_middle","poldrack-single-stim","16","59160","0.0-1.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","551","49","1750","500","large_middle","poldrack-single-stim","17","61411","0.0-1.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","1556","50","1750","500","large_right","poldrack-single-stim","18","63662","0.0-1.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","769","49","1750","500","large_middle","poldrack-single-stim","19","65913","0.0-1.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","654","50","1750","500","large_right","poldrack-single-stim","20","68164","0.0-1.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","1139","51","1750","500","small_middle","poldrack-single-stim","21","70415","0.0-1.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","practice_control","practice",""
"","999","51","1750","500","small_left","poldrack-single-stim","22","72666","0.0-2.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1493","49","1750","500","large_right","poldrack-single-stim","23","74917","0.0-2.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","642","49","1750","500","small_right","poldrack-single-stim","24","77167","0.0-2.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1367","51","1750","500","large_middle","poldrack-single-stim","25","79420","0.0-2.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","851","50","1750","500","large_left","poldrack-single-stim","26","81671","0.0-2.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1232","50","1750","500","small_right","poldrack-single-stim","27","83921","0.0-2.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1197","49","1750","500","large_middle","poldrack-single-stim","28","86172","0.0-2.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1098","49","1750","500","large_right","poldrack-single-stim","29","88423","0.0-2.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","952","49","1750","500","small_right","poldrack-single-stim","30","90674","0.0-2.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1156","50","1750","500","small_left","poldrack-single-stim","31","92925","0.0-2.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","32","95177","0.0-2.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1158","50","1750","500","small_left","poldrack-single-stim","33","97428","0.0-2.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1442","51","1750","500","large_left","poldrack-single-stim","34","99681","0.0-2.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1112","50","1750","500","large_right","poldrack-single-stim","35","101932","0.0-2.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","861","51","1750","500","small_left","poldrack-single-stim","36","104183","0.0-2.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1186","49","1750","500","small_middle","poldrack-single-stim","37","106434","0.0-2.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1046","50","1750","500","large_left","poldrack-single-stim","38","108685","0.0-2.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","39","110937","0.0-2.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","40","113188","0.0-2.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1165","50","1750","500","large_right","poldrack-single-stim","41","115439","0.0-2.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"<div class = centerbox><p class = center-block-text>Starting test. Press <strong>enter</strong> to begin.</p></div>","1850","13","1850","1000","test_intro","poldrack-text","42","117790","0.0-3.0","multisource","true","0","","","","","","","",""
"","1415","50","1750","500","large_right","poldrack-single-stim","43","120541","0.0-4.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","970","51","1750","500","small_middle","poldrack-single-stim","44","122793","0.0-4.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","855","50","1750","500","large_right","poldrack-single-stim","45","125044","0.0-4.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","565","50","1750","500","large_right","poldrack-single-stim","46","127296","0.0-4.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","968","51","1750","500","small_middle","poldrack-single-stim","47","129546","0.0-4.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","894","49","1750","500","large_middle","poldrack-single-stim","48","131797","0.0-4.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","843","50","1750","500","large_right","poldrack-single-stim","49","134048","0.0-4.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","993","51","1750","500","small_middle","poldrack-single-stim","50","136299","0.0-4.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1046","49","1750","500","large_middle","poldrack-single-stim","51","138549","0.0-4.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","522","49","1750","500","large_middle","poldrack-single-stim","52","140801","0.0-4.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","503","49","1750","500","large_middle","poldrack-single-stim","53","143052","0.0-4.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","956","51","1750","500","small_middle","poldrack-single-stim","54","145304","0.0-4.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","769","49","1750","500","large_middle","poldrack-single-stim","55","147554","0.0-4.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","805","50","1750","500","large_right","poldrack-single-stim","56","149806","0.0-4.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","778","49","1750","500","large_middle","poldrack-single-stim","57","152057","0.0-4.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","815","49","1750","500","large_middle","poldrack-single-stim","58","154308","0.0-4.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","940","50","1750","500","large_right","poldrack-single-stim","59","156559","0.0-4.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","929","49","1750","500","large_middle","poldrack-single-stim","60","158810","0.0-4.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","898","51","1750","500","small_middle","poldrack-single-stim","61","161064","0.0-4.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","820","50","1750","500","large_right","poldrack-single-stim","62","163315","0.0-4.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","656","50","1750","500","large_right","poldrack-single-stim","63","165567","0.0-4.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","909","51","1750","500","small_middle","poldrack-single-stim","64","167818","0.0-4.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","546","51","1750","500","small_middle","poldrack-single-stim","65","170069","0.0-4.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","511","51","1750","500","small_middle","poldrack-single-stim","66","172320","0.0-4.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1059","50","1750","500","small_left","poldrack-single-stim","67","174571","0.0-6.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1128","51","1750","500","large_left","poldrack-single-stim","68","176822","0.0-6.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1133","51","1750","500","small_left","poldrack-single-stim","69","179074","0.0-6.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","875","50","1750","500","large_right","poldrack-single-stim","70","181325","0.0-6.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","887","49","1750","500","large_middle","poldrack-single-stim","71","183576","0.0-6.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1140","51","1750","500","small_middle","poldrack-single-stim","72","185827","0.0-6.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1233","50","1750","500","small_right","poldrack-single-stim","73","188077","0.0-6.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1062","51","1750","500","large_middle","poldrack-single-stim","74","190328","0.0-6.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1499","49","1750","500","large_middle","poldrack-single-stim","75","192580","0.0-6.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1080","50","1750","500","small_right","poldrack-single-stim","76","194831","0.0-6.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1156","51","1750","500","small_left","poldrack-single-stim","77","197081","0.0-6.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","78","199332","0.0-6.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","919","49","1750","500","small_right","poldrack-single-stim","79","201584","0.0-6.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","80","203834","0.0-6.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1433","50","1750","500","large_left","poldrack-single-stim","81","206086","0.0-6.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","982","50","1750","500","large_left","poldrack-single-stim","82","208337","0.0-6.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","787","49","1750","500","large_right","poldrack-single-stim","83","210588","0.0-6.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","943","50","1750","500","large_right","poldrack-single-stim","84","212839","0.0-6.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","948","51","1750","500","small_middle","poldrack-single-stim","85","215090","0.0-6.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","752","51","1750","500","large_middle","poldrack-single-stim","86","217342","0.0-6.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","934","51","1750","500","large_left","poldrack-single-stim","87","219593","0.0-6.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","908","49","1750","500","large_right","poldrack-single-stim","88","221846","0.0-6.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","959","50","1750","500","small_left","poldrack-single-stim","89","224098","0.0-6.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1131","49","1750","500","small_right","poldrack-single-stim","90","226348","0.0-6.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","968","50","1750","500","large_right","poldrack-single-stim","91","228600","0.0-8.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","901","51","1750","500","small_middle","poldrack-single-stim","92","230851","0.0-8.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","810","49","1750","500","large_middle","poldrack-single-stim","93","233103","0.0-8.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","838","51","1750","500","small_middle","poldrack-single-stim","94","235354","0.0-8.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","851","50","1750","500","large_right","poldrack-single-stim","95","237605","0.0-8.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","745","51","1750","500","small_middle","poldrack-single-stim","96","239856","0.0-8.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","701","49","1750","500","large_middle","poldrack-single-stim","97","242107","0.0-8.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","578","49","1750","500","large_middle","poldrack-single-stim","98","244358","0.0-8.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","527","49","1750","500","large_middle","poldrack-single-stim","99","246609","0.0-8.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","485","49","1750","500","large_middle","poldrack-single-stim","100","248860","0.0-8.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","466","49","1750","500","large_middle","poldrack-single-stim","101","251111","0.0-8.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","542","49","1750","500","large_middle","poldrack-single-stim","102","253361","0.0-8.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","931","50","1750","500","large_right","poldrack-single-stim","103","255612","0.0-8.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","473","50","1750","500","large_right","poldrack-single-stim","104","257863","0.0-8.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","407","50","1750","500","large_right","poldrack-single-stim","105","260114","0.0-8.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1252","51","1750","500","small_middle","poldrack-single-stim","106","262365","0.0-8.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","-1","-1","1750","500","large_right","poldrack-single-stim","107","264615","0.0-8.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1142","50","1750","500","large_right","poldrack-single-stim","108","266867","0.0-8.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","109","269118","0.0-8.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","110","271369","0.0-8.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1084","51","1750","500","small_middle","poldrack-single-stim","111","273620","0.0-8.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","600","51","1750","500","small_middle","poldrack-single-stim","112","275872","0.0-8.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","877","49","1750","500","large_middle","poldrack-single-stim","113","278123","0.0-8.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","835","50","1750","500","large_right","poldrack-single-stim","114","280373","0.0-8.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","962","50","1750","500","large_middle","poldrack-single-stim","115","282626","0.0-9.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","116","284877","0.0-9.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","-1","-1","1750","500","small_left","poldrack-single-stim","117","287128","0.0-9.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","-1","-1","1750","500","small_right","poldrack-single-stim","118","289379","0.0-9.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","996","50","1750","500","small_right","poldrack-single-stim","119","291631","0.0-9.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
