"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","[-1]","","9000","0","stim","poldrack-multi-stim-multi-response","27","133908","0.0-26.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800]","test","7,4,9,3,8,1,5,1,8","9","","","","",""
"","14560","","14560","500","response","single-stim-button","28","148468","0.0-27.0","digit-span","true","0","","","","14560","","","","test","7,4,9,3,8,1,5,1,8","9","SubmitButton","7,4,9,3,8,1,5,1,8","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","29","149969","0.0-28.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","30","151971","0.0-29.0","digit-span","true","0","","<div class = centerbox><div class = center-text>10 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","10000","0","stim","poldrack-multi-stim-multi-response","31","162974","0.0-30.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800]","test","9,4,8,3,8,3,7,3,9,3","10","","","","",""
"","23536","","23536","500","response","single-stim-button","32","186511","0.0-31.0","digit-span","true","0","","","","23536","","","","test","9,4,8,3,8,3,7,3,9,3","10","SubmitButton","9,4,8,3,8,3,7,4,5,3","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","33","188013","0.0-32.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","34","190014","0.0-33.0","digit-span","true","0","","<div class = centerbox><div class = center-text>10 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","10000","0","stim","poldrack-multi-stim-multi-response","35","201015","0.0-34.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800]","test","6,2,7,3,6,3,8,5,2,8","10","","","","",""
"","20870","","20870","500","response","single-stim-button","36","221886","0.0-35.0","digit-span","true","0","","","","20870","","","","test","6,2,7,3,6,3,8,5,2,8","10","SubmitButton","6,2,7,3,6,3,8,5,2,8","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","37","223389","0.0-36.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","38","225390","0.0-37.0","digit-span","true","0","","<div class = centerbox><div class = center-text>11 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","11000","0","stim","poldrack-multi-stim-multi-response","39","237392","0.0-38.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800]","test","5,9,1,4,7,1,4,1,9,1,9","11","","","","",""
"","8567","","8567","500","response","single-stim-button","40","245959","0.0-39.0","digit-span","true","0","","","","8567","","","","test","5,9,1,4,7,1,4,1,9,1,9","11","SubmitButton","5,9,1,4,7,1,4,1,9,1,9","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","41","247461","0.0-40.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","42","249462","0.0-41.0","digit-span","true","0","","<div class = centerbox><div class = center-text>12 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","12000","0","stim","poldrack-multi-stim-multi-response","43","262464","0.0-42.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800,800]","test","4,7,2,5,1,9,1,6,9,1,7,1","12","","","","",""
"","20142","","20142","500","response","single-stim-button","44","282607","0.0-43.0","digit-span","true","0","","","","20142","","","","test","4,7,2,5,1,9,1,6,9,1,7,1","12","SubmitButton","4,7,2,5,9,3,7,6,1,9,1,5","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","45","284110","0.0-44.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","46","286111","0.0-45.0","digit-span","true","0","","<div class = centerbox><div class = center-text>11 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","11000","0","stim","poldrack-multi-stim-multi-response","47","298113","0.0-46.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800]","test","9,1,6,9,5,8,4,8,3,7,4","11","","","","",""
"","9296","","9296","500","response","single-stim-button","48","307410","0.0-47.0","digit-span","true","0","","","","9296","","","","test","9,1,6,9,5,8,4,8,3,7,4","11","SubmitButton","9,1,6,9,5,8,4,8,3,7,4","forward","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","49","308912","0.0-48.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","50","310912","0.0-49.0","digit-span","true","0","","<div class = centerbox><div class = center-text>12 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","12000","0","stim","poldrack-multi-stim-multi-response","51","323914","0.0-50.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800,800]","test","4,9,3,8,2,6,1,5,1,4,9,2","12","","","","",""
"","19735","","19735","500","response","single-stim-button","52","343650","0.0-51.0","digit-span","true","0","","","","19735","","","","test","4,9,3,8,2,6,1,5,1,4,9,2","12","SubmitButton","9,6,1,4,4,9,3,8,2,6,1,5","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","53","345154","0.0-52.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","54","347155","0.0-53.0","digit-span","true","0","","<div class = centerbox><div class = center-text>12 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","12000","0","stim","poldrack-multi-stim-multi-response","55","360157","0.0-54.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800,800]","test","5,2,7,1,6,3,6,1,4,8,3,6","12","","","","",""
"","30061","","30061","500","response","single-stim-button","56","390218","0.0-55.0","digit-span","true","0","","","","30061","","","","test","5,2,7,1,6,3,6,1,4,8,3,6","12","SubmitButton","9,6,2,1,5,2,8,7,1,4,8,3","forward","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","57","391720","0.0-56.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"<div class = centerbox><p class = block-text>In these next trials, instead of reporting back the sequence you just saw, report the <strong>reverse</strong> of that sequence. So the last item should be first in your response, the second to last should be the second in your response, etc...</p><p class = block-text>Press <strong>enter</strong> to begin.</p></div>","17833","13","17833","1000","start_reverse","poldrack-text","58","410554","0.0-58.0","digit-span","true","0","","","","","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","59","412556","0.0-59.0","digit-span","true","0","","<div class = centerbox><div class = center-text>3 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","3000","0","stim","poldrack-multi-stim-multi-response","60","416558","0.0-60.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","[800,800,800]","test","4,7,3","3","","","","",""
"","5054","","5054","500","response","single-stim-button","61","421613","0.0-61.0","digit-span","true","0","","","","5054","","","","test","4,7,3","3","SubmitButton","3,7,4","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","62","423115","0.0-62.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","63","425116","0.0-63.0","digit-span","true","0","","<div class = centerbox><div class = center-text>4 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","4000","0","stim","poldrack-multi-stim-multi-response","64","430118","0.0-64.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800,800]","test","3,9,3,6","4","","","","",""
"","10682","","10682","500","response","single-stim-button","65","440800","0.0-65.0","digit-span","true","0","","","","10682","","","","test","3,9,3,6","4","SubmitButton","6,3,9,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","66","442302","0.0-66.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","67","444303","0.0-67.0","digit-span","true","0","","<div class = centerbox><div class = center-text>5 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","5000","0","stim","poldrack-multi-stim-multi-response","68","450304","0.0-68.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","[800,800,800,800,800]","test","3,6,2,9,3","5","","","","",""
"","12484","","12484","500","response","single-stim-button","69","462789","0.0-69.0","digit-span","true","0","","","","12484","","","","test","3,6,2,9,3","5","SubmitButton","3,9,2,6,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","70","464290","0.0-70.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","71","466292","0.0-71.0","digit-span","true","0","","<div class = centerbox><div class = center-text>6 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","6000","0","stim","poldrack-multi-stim-multi-response","72","473296","0.0-72.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800]","test","3,6,3,8,1,5","6","","","","",""
"","7198","","7198","500","response","single-stim-button","73","480494","0.0-73.0","digit-span","true","0","","","","7198","","","","test","3,6,3,8,1,5","6","SubmitButton","5,1,8,3,6,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","74","481996","0.0-74.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","75","483996","0.0-75.0","digit-span","true","0","","<div class = centerbox><div class = center-text>7 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","7000","0","stim","poldrack-multi-stim-multi-response","76","491997","0.0-76.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","[800,800,800,800,800,800,800]","test","9,4,9,4,1,8,3","7","","","","",""
"","8505","","8505","500","response","single-stim-button","77","500502","0.0-77.0","digit-span","true","0","","","","8505","","","","test","9,4,9,4,1,8,3","7","SubmitButton","3,8,1,4,9,4,9","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","78","502004","0.0-78.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","79","504004","0.0-79.0","digit-span","true","0","","<div class = centerbox><div class = center-text>8 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","8000","0","stim","poldrack-multi-stim-multi-response","80","513006","0.0-80.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800,800]","test","4,7,2,9,4,9,6,9","8","","","","",""
"","15184","","15184","500","response","single-stim-button","81","528191","0.0-81.0","digit-span","true","0","","","","15184","","","","test","4,7,2,9,4,9,6,9","8","SubmitButton","9,6,9,4,9,2,7,4","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","82","529692","0.0-82.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","83","531693","0.0-83.0","digit-span","true","0","","<div class = centerbox><div class = center-text>9 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","9000","0","stim","poldrack-multi-stim-multi-response","84","541697","0.0-84.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800]","test","6,9,3,9,4,9,1,9,5","9","","","","",""
"","19183","","19183","500","response","single-stim-button","85","560880","0.0-85.0","digit-span","true","0","","","","19183","","","","test","6,9,3,9,4,9,1,9,5","9","SubmitButton","5,9,1,9,4,9,3,7,6","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","86","562382","0.0-86.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","87","564382","0.0-87.0","digit-span","true","0","","<div class = centerbox><div class = center-text>9 Digits</p></div>","none","1000","","","","","","","","","","",""
