block_num,con_num,trial,forced_choice,show_points,even_uneven,num_segments,selected_segment,selected_prob,win,RT
1,7,1,1,0,0,4,4,0.36,0,3.83979391725734
1,7,2,1,0,0,4,1,0.65,1,1.50415487680584
1,7,3,1,0,0,4,4,0.36,0,1.11383133986965
1,7,4,1,0,0,4,2,0.56,1,0.803305133478716
1,7,5,0,0,0,4,1,0.65,1,1.52816832647659
1,7,6,0,0,0,4,2,0.56,0,0.996092184213921
1,7,7,0,0,0,4,2,0.56,1,1.22842189762741
1,7,8,0,0,0,4,3,0.43,0,1.46612009243108
1,7,9,0,0,0,4,1,0.65,0,1.07265088986605
1,7,10,0,0,0,4,4,0.36,0,1.75991858285852
1,7,11,0,0,0,4,2,0.56,0,0.764834290370345
1,7,12,0,0,0,4,2,0.56,1,1.36626199493185
1,7,13,0,0,0,4,4,0.36,0,1.19389493949711
1,7,14,0,0,0,4,1,0.65,1,1.47385508124717
1,7,15,0,0,0,4,1,0.65,1,1.63258466287516
1,7,16,0,0,0,4,3,0.43,0,1.03974647005089
1,7,17,0,0,0,4,4,0.36,0,1.52221774845384
1,7,18,0,0,0,4,2,0.56,0,1.68616508250125
1,7,19,0,0,0,4,1,0.65,0,1.84606090933084
1,7,20,0,0,0,4,1,0.65,1,1.09624763461761
1,7,21,0,0,0,4,1,0.65,1,1.85412550810724
1,7,22,0,0,0,4,4,0.36,0,1.67460702639073
1,7,23,0,0,0,4,4,0.36,1,2.19479726185091
1,7,24,0,0,0,4,3,0.43,0,1.56200908543542
1,7,25,0,0,0,4,2,0.56,0,1.11157098831609
1,7,26,0,0,0,4,4,0.36,0,1.19454418937676
1,7,27,0,0,0,4,1,0.65,0,1.50546833244152
1,7,28,0,0,0,4,2,0.56,0,1.21282787621021
1,7,29,0,0,0,4,3,0.43,0,1.34695692686364
1,7,30,0,0,0,4,4,0.36,0,1.53791147377342
1,7,31,0,0,0,4,1,0.65,0,1.2276691312436
1,7,32,0,0,0,4,2,0.56,1,3.95595276239328
1,7,33,0,0,0,4,3,0.43,1,1.20183373522013
1,7,34,0,0,0,4,4,0.36,1,1.55817692726851
2,2,1,1,1,1,8,2,0.64,0,3.53176617971621
2,2,2,1,1,1,8,3,0.38,0,0.847085515968502
2,2,3,1,1,1,8,5,0.69,1,1.46553330449387
2,2,4,1,1,1,8,4,0.56,1,1.25773344933987
2,2,5,1,1,1,8,7,0.42,1,0.898727863095701
2,2,6,1,1,1,8,8,0.34,1,1.03839254635386
2,2,7,1,1,1,8,6,0.46,0,0.752334909746423
2,2,8,1,1,1,8,1,0.51,1,1.18362834514119
2,2,9,0,1,1,8,1,0.51,1,0.909877718891948
2,2,10,0,1,1,8,2,0.64,0,1.56530166789889
2,2,11,0,1,1,8,3,0.38,1,1.74810158926994
2,2,12,0,1,1,8,4,0.56,0,1.36967832804658
2,2,13,0,1,1,8,5,0.69,1,1.05120628816076
2,2,14,0,1,1,8,6,0.46,1,1.24346285383217
2,2,15,0,1,1,8,7,0.42,1,1.32124352199025
2,2,16,0,1,1,8,8,0.34,0,1.47409290494397
2,2,17,0,1,1,8,1,0.51,0,2.04880195204169
2,2,18,0,1,1,8,2,0.64,0,1.23091450124048
2,2,19,0,1,1,8,3,0.38,1,1.69781463197432
2,2,20,0,1,1,8,4,0.56,0,1.39227070030756
2,2,21,0,1,1,8,5,0.69,0,1.7945399666205
2,2,22,0,1,1,8,6,0.46,1,1.09330049739219
2,2,23,0,1,1,8,7,0.42,1,1.01805788651109
2,2,24,0,1,1,8,8,0.34,1,1.53427637810819
2,2,25,0,1,1,8,3,0.38,0,4.56191084743477
2,2,26,0,1,1,8,4,0.56,1,1.32872426509857
2,2,27,0,1,1,8,5,0.69,1,1.42160365893506
2,2,28,0,1,1,8,2,0.64,0,1.1620142464526
2,2,29,0,1,1,8,1,0.51,0,1.305239247391
2,2,30,0,1,1,8,8,0.34,0,1.32848996040411
2,2,31,0,1,1,8,7,0.42,0,1.49402581574395
2,2,32,0,1,1,8,6,0.46,1,1.24722639191896
2,2,33,0,1,1,8,1,0.51,1,2.59483696753159
2,2,34,0,1,1,8,2,0.64,0,5.21667205751874
2,2,35,0,1,1,8,3,0.38,1,1.6190768040251
2,2,36,0,1,1,8,4,0.56,0,1.79221656685695
2,2,37,0,1,1,8,5,0.69,0,1.27257939591072
2,2,38,0,1,1,8,6,0.46,0,1.05919464258477
3,3,1,1,1,0,4,4,0.65,1,2.61983778141439
3,3,2,1,1,0,4,4,0.65,0,1.90590098989196
3,3,3,1,1,0,4,1,0.36,0,1.25178140518256
3,3,4,1,1,0,4,2,0.56,1,1.01709486171603
3,3,5,0,1,0,4,3,0.43,1,2.32545103668235
3,3,6,0,1,0,4,2,0.56,1,1.34633876103908
3,3,7,0,1,0,4,3,0.43,0,1.34579859930091
3,3,8,0,1,0,4,3,0.43,1,2.84754151571542
3,3,9,0,1,0,4,1,0.36,0,1.98065944900736
3,3,10,0,1,0,4,1,0.36,0,1.5774887399748
3,3,11,0,1,0,4,4,0.65,0,1.27155537577346
3,3,12,0,1,0,4,2,0.56,1,1.6754550980404
3,3,13,0,1,0,4,4,0.65,0,1.39305132487789
