"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","correct_response","condition","exp_stage","responses"
"","988","50","1750","500","large_right","poldrack-single-stim","16","124839","0.0-1.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","983","51","1750","500","small_middle","poldrack-single-stim","17","127090","0.0-1.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","practice_control","practice",""
"","1013","50","1750","500","large_right","poldrack-single-stim","18","129341","0.0-1.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","1058","49","1750","500","large_middle","poldrack-single-stim","19","131592","0.0-1.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","practice_control","practice",""
"","959","51","1750","500","small_middle","poldrack-single-stim","20","133843","0.0-1.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","practice_control","practice",""
"","821","50","1750","500","large_right","poldrack-single-stim","21","136094","0.0-1.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","practice_control","practice",""
"","1633","51","1750","500","small_right","poldrack-single-stim","22","138345","0.0-2.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1590","50","1750","500","large_left","poldrack-single-stim","23","140596","0.0-2.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1395","50","1750","500","small_right","poldrack-single-stim","24","142847","0.0-2.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1631","51","1750","500","large_middle","poldrack-single-stim","25","145099","0.0-2.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1701","50","1750","500","small_left","poldrack-single-stim","26","147350","0.0-2.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1201","51","1750","500","large_left","poldrack-single-stim","27","149601","0.0-2.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","28","151852","0.0-2.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1523","49","1750","500","large_right","poldrack-single-stim","29","154103","0.0-2.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1584","49","1750","500","small_right","poldrack-single-stim","30","156354","0.0-2.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1645","50","1750","500","large_middle","poldrack-single-stim","31","158605","0.0-2.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1706","50","1750","500","large_right","poldrack-single-stim","32","160857","0.0-2.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1295","51","1750","500","large_left","poldrack-single-stim","33","163107","0.0-2.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1396","51","1750","500","small_left","poldrack-single-stim","34","165360","0.0-2.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1505","49","1750","500","large_right","poldrack-single-stim","35","167612","0.0-2.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1653","49","1750","500","small_middle","poldrack-single-stim","36","169864","0.0-2.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1522","51","1750","500","small_middle","poldrack-single-stim","37","172116","0.0-2.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1349","51","1750","500","small_middle","poldrack-single-stim","38","174366","0.0-2.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","-1","-1","1750","500","small_right","poldrack-single-stim","39","176617","0.0-2.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1456","50","1750","500","large_right","poldrack-single-stim","40","178868","0.0-2.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1557","51","1750","500","small_left","poldrack-single-stim","41","181119","0.0-2.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"<div class = centerbox><p class = center-block-text>Starting test. Press <strong>enter</strong> to begin.</p></div>","3434","13","3434","1000","test_intro","poldrack-text","42","185054","0.0-3.0","multisource","true","0","","","","","","","",""
"","1542","50","1750","500","large_right","poldrack-single-stim","43","187806","0.0-4.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1059","49","1750","500","large_middle","poldrack-single-stim","44","190058","0.0-4.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1158","51","1750","500","small_middle","poldrack-single-stim","45","192309","0.0-4.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1043","50","1750","500","large_right","poldrack-single-stim","46","194560","0.0-4.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1089","50","1750","500","large_right","poldrack-single-stim","47","196811","0.0-4.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","966","49","1750","500","large_middle","poldrack-single-stim","48","199063","0.0-4.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1042","49","1750","500","large_middle","poldrack-single-stim","49","201314","0.0-4.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","846","49","1750","500","large_middle","poldrack-single-stim","50","203565","0.0-4.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","621","49","1750","500","large_middle","poldrack-single-stim","51","205816","0.0-4.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1049","51","1750","500","small_middle","poldrack-single-stim","52","208067","0.0-4.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1038","50","1750","500","large_right","poldrack-single-stim","53","210318","0.0-4.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","915","49","1750","500","large_middle","poldrack-single-stim","54","212569","0.0-4.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1007","50","1750","500","large_right","poldrack-single-stim","55","214820","0.0-4.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","949","51","1750","500","small_middle","poldrack-single-stim","56","217071","0.0-4.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","987","51","1750","500","small_middle","poldrack-single-stim","57","219322","0.0-4.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1040","51","1750","500","small_middle","poldrack-single-stim","58","221573","0.0-4.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","884","51","1750","500","small_middle","poldrack-single-stim","59","223824","0.0-4.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","897","50","1750","500","large_right","poldrack-single-stim","60","226076","0.0-4.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","917","49","1750","500","large_middle","poldrack-single-stim","61","228327","0.0-4.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","914","51","1750","500","small_middle","poldrack-single-stim","62","230578","0.0-4.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","977","51","1750","500","small_middle","poldrack-single-stim","63","232829","0.0-4.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","837","50","1750","500","large_right","poldrack-single-stim","64","235080","0.0-4.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","953","50","1750","500","large_right","poldrack-single-stim","65","237331","0.0-4.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","998","49","1750","500","large_middle","poldrack-single-stim","66","239582","0.0-4.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1260","51","1750","500","small_middle","poldrack-single-stim","67","241833","0.0-6.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1417","49","1750","500","small_middle","poldrack-single-stim","68","244084","0.0-6.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1742","49","1750","500","large_middle","poldrack-single-stim","69","246335","0.0-6.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1274","50","1750","500","large_right","poldrack-single-stim","70","248587","0.0-6.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1352","51","1750","500","large_left","poldrack-single-stim","71","250837","0.0-6.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1557","50","1750","500","large_left","poldrack-single-stim","72","253088","0.0-6.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1482","51","1750","500","small_middle","poldrack-single-stim","73","255340","0.0-6.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1239","50","1750","500","small_left","poldrack-single-stim","74","257590","0.0-6.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1243","50","1750","500","large_right","poldrack-single-stim","75","259841","0.0-6.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1184","51","1750","500","small_left","poldrack-single-stim","76","262092","0.0-6.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","-1","-1","1750","500","small_right","poldrack-single-stim","77","264343","0.0-6.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1419","51","1750","500","large_left","poldrack-single-stim","78","266594","0.0-6.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1240","50","1750","500","large_left","poldrack-single-stim","79","268845","0.0-6.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1493","51","1750","500","small_left","poldrack-single-stim","80","271096","0.0-6.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1587","49","1750","500","small_right","poldrack-single-stim","81","273347","0.0-6.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1447","51","1750","500","large_middle","poldrack-single-stim","82","275598","0.0-6.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1612","49","1750","500","large_right","poldrack-single-stim","83","277849","0.0-6.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","-1","-1","1750","500","small_right","poldrack-single-stim","84","280101","0.0-6.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","-1","-1","1750","500","small_left","poldrack-single-stim","85","282351","0.0-6.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1234","50","1750","500","small_right","poldrack-single-stim","86","284602","0.0-6.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1153","49","1750","500","small_middle","poldrack-single-stim","87","286854","0.0-6.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1636","51","1750","500","large_middle","poldrack-single-stim","88","289105","0.0-6.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1546","49","1750","500","large_right","poldrack-single-stim","89","291356","0.0-6.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1376","49","1750","500","large_middle","poldrack-single-stim","90","293606","0.0-6.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1236","50","1750","500","large_right","poldrack-single-stim","91","295858","0.0-8.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1001","49","1750","500","large_middle","poldrack-single-stim","92","298109","0.0-8.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1053","49","1750","500","large_middle","poldrack-single-stim","93","300360","0.0-8.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1011","50","1750","500","large_right","poldrack-single-stim","94","302611","0.0-8.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","951","49","1750","500","large_middle","poldrack-single-stim","95","304862","0.0-8.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","876","49","1750","500","large_middle","poldrack-single-stim","96","307113","0.0-8.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1033","50","1750","500","large_right","poldrack-single-stim","97","309365","0.0-8.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","678","50","1750","500","large_right","poldrack-single-stim","98","311616","0.0-8.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1027","51","1750","500","small_middle","poldrack-single-stim","99","313867","0.0-8.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","888","50","1750","500","large_right","poldrack-single-stim","100","316117","0.0-8.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","837","50","1750","500","large_right","poldrack-single-stim","101","318369","0.0-8.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1010","51","1750","500","small_middle","poldrack-single-stim","102","320620","0.0-8.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","967","49","1750","500","large_middle","poldrack-single-stim","103","322871","0.0-8.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","844","51","1750","500","small_middle","poldrack-single-stim","104","325122","0.0-8.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","945","49","1750","500","large_middle","poldrack-single-stim","105","327373","0.0-8.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","702","49","1750","500","large_middle","poldrack-single-stim","106","329624","0.0-8.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","963","51","1750","500","small_middle","poldrack-single-stim","107","331875","0.0-8.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","975","51","1750","500","small_middle","poldrack-single-stim","108","334126","0.0-8.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","917","50","1750","500","large_right","poldrack-single-stim","109","336377","0.0-8.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","913","51","1750","500","small_middle","poldrack-single-stim","110","338628","0.0-8.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1054","50","1750","500","large_right","poldrack-single-stim","111","340879","0.0-8.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","980","51","1750","500","small_middle","poldrack-single-stim","112","343130","0.0-8.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","945","49","1750","500","large_middle","poldrack-single-stim","113","345381","0.0-8.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","687","51","1750","500","small_middle","poldrack-single-stim","114","347634","0.0-8.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1698","51","1750","500","small_left","poldrack-single-stim","115","349885","0.0-9.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1119","51","1750","500","large_middle","poldrack-single-stim","116","352137","0.0-9.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1061","49","1750","500","small_middle","poldrack-single-stim","117","354388","0.0-9.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1209","50","1750","500","large_left","poldrack-single-stim","118","356639","0.0-9.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
