"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","correct_response","condition","exp_stage","responses"
"","1240","49","1750","500","large_left","poldrack-single-stim","24","99332","0.0-2.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1660","49","1750","500","large_middle","poldrack-single-stim","25","101593","0.0-2.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1580","49","1750","500","small_middle","poldrack-single-stim","26","103872","0.0-2.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1530","50","1750","500","large_right","poldrack-single-stim","27","106152","0.0-2.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1660","50","1750","500","large_left","poldrack-single-stim","28","108403","0.0-2.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1163","50","1750","500","large_right","poldrack-single-stim","29","110682","0.0-2.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","-1","-1","1750","500","large_left","poldrack-single-stim","30","112952","0.0-2.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","-1","-1","1750","500","small_middle","poldrack-single-stim","31","115232","0.0-2.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","1170","50","1750","500","small_left","poldrack-single-stim","32","117483","0.0-2.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1011","49","1750","500","large_middle","poldrack-single-stim","33","119773","0.0-2.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","830","50","1750","500","small_middle","poldrack-single-stim","34","122032","0.0-2.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","-1","-1","1750","500","large_right","poldrack-single-stim","35","124303","0.0-2.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"","970","51","1750","500","large_middle","poldrack-single-stim","36","126583","0.0-2.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","1420","51","1750","500","small_left","poldrack-single-stim","37","128853","0.0-2.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","800","51","1750","500","large_middle","poldrack-single-stim","38","131113","0.0-2.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","practice_interference","practice",""
"","960","50","1750","500","small_right","poldrack-single-stim","39","133403","0.0-2.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","980","50","1750","500","small_left","poldrack-single-stim","40","135683","0.0-2.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","practice_interference","practice",""
"","1690","49","1750","500","large_right","poldrack-single-stim","41","137953","0.0-2.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","practice_interference","practice",""
"<div class = centerbox><p class = center-block-text>Starting test. Press <strong>enter</strong> to begin.</p></div>","3710","13","3710","1000","test_intro","poldrack-text","42","142191","0.0-3.0","multisource","true","0","","","","","","","",""
"","1268","49","1750","500","large_middle","poldrack-single-stim","43","144953","0.0-4.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","880","51","1750","500","small_middle","poldrack-single-stim","44","147233","0.0-4.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","650","49","1750","500","large_middle","poldrack-single-stim","45","149523","0.0-4.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","540","50","1750","500","large_right","poldrack-single-stim","46","151803","0.0-4.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","643","49","1750","500","large_middle","poldrack-single-stim","47","154082","0.0-4.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","610","50","1750","500","large_right","poldrack-single-stim","48","156353","0.0-4.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","680","50","1750","500","large_right","poldrack-single-stim","49","158623","0.0-4.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","740","51","1750","500","small_middle","poldrack-single-stim","50","160893","0.0-4.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","740","49","1750","500","large_middle","poldrack-single-stim","51","163153","0.0-4.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","670","50","1750","500","large_right","poldrack-single-stim","52","165433","0.0-4.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","910","51","1750","500","small_middle","poldrack-single-stim","53","167703","0.0-4.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","923","51","1750","500","small_middle","poldrack-single-stim","54","169983","0.0-4.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","779","49","1750","500","large_middle","poldrack-single-stim","55","172253","0.0-4.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","580","49","1750","500","large_middle","poldrack-single-stim","56","174533","0.0-4.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","650","51","1750","500","small_middle","poldrack-single-stim","57","176813","0.0-4.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","620","50","1750","500","large_right","poldrack-single-stim","58","179104","0.0-4.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","580","50","1750","500","large_right","poldrack-single-stim","59","181384","0.0-4.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1293","51","1750","500","small_middle","poldrack-single-stim","60","183664","0.0-4.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","1304","50","1750","500","large_right","poldrack-single-stim","61","185934","0.0-4.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","679","50","1750","500","large_right","poldrack-single-stim","62","188184","0.0-4.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","790","51","1750","500","small_middle","poldrack-single-stim","63","190464","0.0-4.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","830","49","1750","500","large_middle","poldrack-single-stim","64","192734","0.0-4.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","850","51","1750","500","small_middle","poldrack-single-stim","65","195004","0.0-4.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","758","49","1750","500","large_middle","poldrack-single-stim","66","197274","0.0-4.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1390","49","1750","500","small_middle","poldrack-single-stim","67","199554","0.0-6.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","960","51","1750","500","small_middle","poldrack-single-stim","68","201824","0.0-6.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","842","49","1750","500","large_middle","poldrack-single-stim","69","204094","0.0-6.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","969","50","1750","500","large_left","poldrack-single-stim","70","206374","0.0-6.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","939","49","1750","500","small_middle","poldrack-single-stim","71","208634","0.0-6.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = small>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","900","49","1750","500","large_right","poldrack-single-stim","72","210904","0.0-6.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","980","51","1750","500","small_left","poldrack-single-stim","73","213184","0.0-6.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","999","50","1750","500","small_right","poldrack-single-stim","74","215474","0.0-6.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1330","50","1750","500","large_right","poldrack-single-stim","75","217754","0.0-6.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1099","51","1750","500","large_left","poldrack-single-stim","76","220033","0.0-6.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","949","50","1750","500","small_left","poldrack-single-stim","77","222294","0.0-6.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","715","50","1750","500","small_left","poldrack-single-stim","78","224554","0.0-6.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1171","51","1750","500","small_left","poldrack-single-stim","79","226834","0.0-6.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1178","51","1750","500","small_middle","poldrack-single-stim","80","229104","0.0-6.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1080","51","1750","500","large_left","poldrack-single-stim","81","231364","0.0-6.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1183","50","1750","500","large_left","poldrack-single-stim","82","233634","0.0-6.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>11</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1090","50","1750","500","small_right","poldrack-single-stim","83","235913","0.0-6.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = small>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1371","49","1750","500","small_right","poldrack-single-stim","84","238184","0.0-6.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1311","49","1750","500","large_right","poldrack-single-stim","85","240455","0.0-6.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = big>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1131","51","1750","500","large_middle","poldrack-single-stim","86","242733","0.0-6.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = big>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1360","51","1750","500","large_middle","poldrack-single-stim","87","245024","0.0-6.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >2<span class = big>3</span>2</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1184","50","1750","500","large_right","poldrack-single-stim","88","247285","0.0-6.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >11<span class = big>2</span></div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1058","49","1750","500","large_middle","poldrack-single-stim","89","249555","0.0-6.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >3<span class = big>1</span>2</div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1081","49","1750","500","small_right","poldrack-single-stim","90","251834","0.0-6.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >22<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","939","50","1750","500","large_right","poldrack-single-stim","91","254105","0.0-8.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","790","50","1750","500","large_right","poldrack-single-stim","92","256365","0.0-8.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","1259","49","1750","500","large_middle","poldrack-single-stim","93","258635","0.0-8.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","535","49","1750","500","large_middle","poldrack-single-stim","94","260904","0.0-8.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","640","50","1750","500","large_right","poldrack-single-stim","95","263185","0.0-8.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","620","49","1750","500","large_middle","poldrack-single-stim","96","265475","0.0-8.0-5.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","564","50","1750","500","large_right","poldrack-single-stim","97","267754","0.0-8.0-6.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","531","50","1750","500","large_right","poldrack-single-stim","98","270014","0.0-8.0-7.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","690","51","1750","500","small_middle","poldrack-single-stim","99","272287","0.0-8.0-8.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","590","50","1750","500","large_right","poldrack-single-stim","100","274564","0.0-8.0-9.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","539","50","1750","500","large_right","poldrack-single-stim","101","276855","0.0-8.0-10.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","850","51","1750","500","small_middle","poldrack-single-stim","102","279135","0.0-8.0-11.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","475","51","1750","500","small_middle","poldrack-single-stim","103","281395","0.0-8.0-12.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","700","49","1750","500","large_middle","poldrack-single-stim","104","283675","0.0-8.0-13.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","541","49","1750","500","large_middle","poldrack-single-stim","105","285955","0.0-8.0-14.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","670","51","1750","500","small_middle","poldrack-single-stim","106","288214","0.0-8.0-15.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","590","49","1750","500","large_middle","poldrack-single-stim","107","290495","0.0-8.0-16.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","630","50","1750","500","large_right","poldrack-single-stim","108","292775","0.0-8.0-17.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >x<span class = big>2</span>x</div></div>","49,50,51,97,98,99","1750","50,98","control","test",""
"","700","51","1750","500","small_middle","poldrack-single-stim","109","295055","0.0-8.0-18.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","560","51","1750","500","small_middle","poldrack-single-stim","110","297334","0.0-8.0-19.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","550","51","1750","500","small_middle","poldrack-single-stim","111","299605","0.0-8.0-20.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","600","51","1750","500","small_middle","poldrack-single-stim","112","301867","0.0-8.0-21.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >xx<span class = big>3</span></div></div>","49,50,51,97,98,99","1750","51,99","control","test",""
"","662","49","1750","500","large_middle","poldrack-single-stim","113","304136","0.0-8.0-22.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","610","49","1750","500","large_middle","poldrack-single-stim","114","306416","0.0-8.0-23.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>1</span>xx</div></div>","49,50,51,97,98,99","1750","49,97","control","test",""
"","1371","51","1750","500","small_left","poldrack-single-stim","115","308686","0.0-9.0-0.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>22</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","1019","50","1750","500","large_left","poldrack-single-stim","116","310957","0.0-9.0-1.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = big>2</span>33</div></div>","49,50,51,97,98,99","1750","50,98","interference","test",""
"","1030","51","1750","500","small_middle","poldrack-single-stim","117","313236","0.0-9.0-2.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >1<span class = small>3</span>1</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
"","840","49","1750","500","small_right","poldrack-single-stim","118","315507","0.0-9.0-3.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text >33<span class = small>1</span></div></div>","49,50,51,97,98,99","1750","49,97","interference","test",""
"","1139","51","1750","500","small_left","poldrack-single-stim","119","317767","0.0-9.0-4.0","multisource","true","0","","<div class = centerbox><div class = center-ms-text ><span class = small>3</span>11</div></div>","49,50,51,97,98,99","1750","51,99","interference","test",""
